id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Hub distance_HubDist
"5422560930",3/16/2015,453000,"3",2.5,"1750","3900",2,false,NONE,Average,8 Good,"1750","0.0","1977",0,"98052",47.6638,-122.129,"1750","5700",0.280478853929754
"824059211",11/17/2014,800000,"4",1.75,"2150","9148",1,false,NONE,Good,7 Average,"2150","0.0","1955",0,"98004",47.5828,-122.197,"2370","9148",0.179943852218725
"6825100015",6/4/2014,437000,"2",1.75,"1500","6800",1,,NONE,Good,7 Average,"910","590.0","1942",,"98117",47.7004,-122.371,"1450","6800",0.736966291151841
"4166600115",11/21/2014,1150000,"3",2.75,"3230","75889",2,true,EXCELLENT,Average,7 Average,"3230",?,"1925",1993,"98023",47.3344,-122.37,"2560","72229",0.0188546724645587
"3574801500",9/26/2014,490000,"4",2.5,"3000","8645",2,,NONE,Average,8 Good,"3000","0.0","1985",0,"98034",47.7315,-122.224,"1930","8866",0.284523992058676
"9477001140",7/10/2014,499950,"4",1.75,"1520","7700",1,false,NONE,Good,7 Average,"1520","0.0","1967",0,"98034",47.7356,-122.191,"1520","7500",0.495980297819092
"3384300100",12/26/2014,160134,"3",1.5,"1190","10116",1,false,NONE,Average,7 Average,"1190","0.0","1968",0,"98042",47.385,-122.085,"1190","9905",0.312533881730094
"6123600100",12/15/2014,191000,"3",1,"990","8255",1,false,NONE,Average,7 Average,"990","0.0","1953",0,"98148",47.425,-122.331,"1180","9750",0.314553929803346
"1311300100",1/15/2015,221000,"3",1,"1250","7280",1,false,NONE,Average,7 Average,"1250","0.0","1965",0,"98001",47.3414,-122.286,"1450","7350",0.409299154096616
"3812400854",10/28/2014,352800,"4",2,"2080","6360",1,false,NONE,Average,7 Average,"1330","750.0","1960",0,"98118",47.5392,-122.278,"2080","6741",0.732164862813854
"1326069188",5/11/2015,350000,"3",2.5,"1640","10424",2,false,NONE,Average,7 Average,"1640",?,"1988",0,"98019",47.7345,-121.977,"1560","10101",0.0654020911427128
"3131201865",6/17/2014,458000,"4",1.5,"1550","3000",1.5,false,NONE,Average,7 Average,"1350","200.0","1918",,"98105",47.6604,-122.324,"1710","5535",0.435944273759516
"321059059",5/19/2014,359950,"3",1,"1290","189486",1,false,NONE,Good,7 Average,"1290","0.0","1960",0,"98092",47.3356,-122.157,"2370","98881",0.446400705971829
"223039330",4/7/2015,1050000,"3",3,"3250","5093",2,false,GOOD,Average,10 Very Good,"3250","0.0","2004",0,"98146",47.5123,-122.39,"2820","7752",0.214903326074827
"7857000900",7/24/2014,353000,"3",1.75,"1260","11775",1,,NONE,Very Good,6 Low Average,"1260","0.0","1942",0,"98108",47.5501,-122.296,"1270","5480",1.40156436119743
"8109800110",8/1/2014,717550,"3",3.5,"2840","4468",3,false,NONE,Average,10 Very Good,"2840","0.0","2006",0,"98052",47.7069,-122.117,"3040","5400",0.0234960810568506
"5422560900",8/7/2014,450000,"3",2.25,"1960","6500",2,false,NONE,Good,8 Good,"1960","0.0","1977",0,"98052",47.6642,-122.129,"1860","6160",0.253032224326302
"3332000195",9/24/2014,167500,"3",1,"760","3090",1,false,NONE,Fair,5 Fair,"760","0.0","1903",0,"98118",47.5513,-122.275,"1020","5356",0.825425857268292
"2423029245",6/17/2014,550000,"3",1.75,"2240","78225",2,false,NONE,Very Good,8 Good,"2240","0.0","1976",0,"98070",47.4638,-122.484,"2030","202554",0.327857913434444
"8651600110",4/21/2015,939000,"4",2.25,"2240","9684",2,false,NONE,Good,9 Better,"2240","0.0","1970",0,"98040",47.5489,-122.225,"2440","9618",0.440064283394925
"7902200015",4/29/2015,700000,"3",1.75,"1820","15570",1,false,AVERAGE,Average,8 Good,"1820","0.0","1948",0,"98146",47.5068,-122.386,"2490","9480",0.196926301010369
"3523089019",5/19/2014,480000,"4",3.5,"3370","435600",2,false,GOOD,Average,9 Better,"3370","0.0","2005",0,"98045",47.4398,-121.738,"2790","114868",0.640821035598563
"8827900015",8/29/2014,501000,"3",1,"1160","4360",1,false,NONE,Good,8 Good,"1160","0.0","1929",0,"98105",47.6718,-122.291,"1810","4360",0.874966465186987
"9237800100",2/4/2015,580000,"3",2.25,"1640","8625",1,false,NONE,Average,8 Good,"1320","320.0","1987",0,"98052",47.6772,-122.153,"1770","9476",0.499864367483919
"2724089019",5/23/2014,527550,"1",0.75,"820","59677",1,false,NONE,Average,5 Fair,"820","0.0","1999",0,"98065",47.5316,-121.764,"1590","14163",0.209551238903044
"5416501030",11/24/2014,399000,"4",2.5,"2800","4687",2,false,NONE,Average,9 Better,"2800","0.0","2005",,"98038",47.3594,-122.04,"2750","4750",0.0778549758516078
"7211402305",4/15/2015,240000,"3",1.75,"1780","5000",1.5,false,NONE,Average,6 Low Average,"1080","700.0","1957",0,"98146",47.5105,-122.36,"1500","5000",0.415536796823575
"1221059176",3/11/2015,353000,"4",2.75,"2200","268329",1,false,NONE,Average,7 Average,"1410","790.0","1989",0,"98092",47.3224,-122.122,"2240","58806",0.536888646507597
"7549802600",5/28/2014,335000,"4",2,"1480","3132",1,false,NONE,Very Good,6 Low Average,"740","740.0","1910",0,"98108",47.55,-122.312,"1480","6420",0.942390769708777
"4112100165",3/17/2015,475000,"3",3,"2010","2554",2,false,NONE,Average,7 Average,"1860","150.0","2001",0,"98118",47.5525,-122.269,"1370","5100",0.428365657942513
"7518506595",8/26/2014,660000,"3",2,"2880","5100",1.5,false,NONE,Good,7 Average,"2080","800.0","1926",0,"98117",47.6805,-122.385,"1820","5100",0.934214840667138
"2767602490",7/24/2014,551000,"3",1,"940","1948",1,,NONE,Very Good,6 Low Average,"940","0.0","1900",0,"98107",47.6733,-122.383,"1700","5000",0.486690012743858
"3821000100",3/20/2015,249950,"4",1.75,"1620","10530",1,false,NONE,Average,7 Average,"1620","0.0","1968",0,"98030",47.3808,-122.211,"1890","9975",0.528610319018985
"524069019",11/20/2014,1150000,"4",3.25,"4400","262666",2,false,NONE,Average,11 Excellent,"4400","0.0","1988",0,"98075",47.5927,-122.064,"3240","9791",0.21535104650287
"1492800296",7/3/2014,575000,"3",1.75,"1530","6743",1,false,NONE,Average,7 Average,"1410","120.0","1955",0,"98116",47.5745,-122.396,"2040","6000",0.655741039251229
"7855900110",7/18/2014,1090000,"4",2.75,"3460","11350",1,false,EXCELLENT,Good,9 Better,"1780","1680.0","1974",0,"98006",47.568,-122.153,"3200","13874",0.276860148381906
"7853290090",11/18/2014,515000,"4",2.5,"2890","7306",2,false,NONE,Average,7 Average,"2890","0.0","2006",,"98065",47.5447,-121.883,"2850","6687",0.682481896618435
"2123049175",12/10/2014,235000,"3",1.5,"1980","11214",1,false,NONE,Average,7 Average,"1980","0.0","1959",0,"98168",47.4696,-122.298,"1510","9072",0.403650000344626
"2025049064",9/15/2014,796000,"3",1,"1980","3243",1.5,false,NONE,Average,8 Good,"1980","0.0","1912",0,"98102",47.6429,-122.327,"1380","1249",0.0549342660463959
"6046401105",4/23/2015,450000,"2",1.5,"1450","2550",1,false,NONE,Average,7 Average,"820","630.0","1984",,"98103",47.6911,-122.348,"1450","5100",0.729490171542718
"3505100756",11/6/2014,2050000,"4",3,"4280","18834",1,false,EXCELLENT,Very Good,11 Excellent,"2180","2100.0","1971",,"98116",47.5811,-122.4,"2490","8858",0.181206694317985
"5468730110",5/8/2014,270000,"4",2.5,"1810","6509",2,false,NONE,Average,7 Average,"1810","0.0","1994",0,"98042",47.3531,-122.143,"1760","7417",0.184191336727753
"5154200015",4/14/2015,1710000,"3",3,"2490","27702",2,true,EXCELLENT,Average,10 Very Good,"2490","0.0","2000",0,"98116",47.5596,-122.403,"2580","12119",0.011836411505018
"9285800590",3/9/2015,565000,"3",1,"1610","4108",1.5,false,NONE,Very Good,7 Average,"1610","0.0","1928",0,"98126",47.5704,-122.376,"1680","4467",0.451314647437826
"4083304190",8/4/2014,680000,"1",2.5,"1820","3008",2,,NONE,Average,7 Average,"1090","730.0","1910",2004,"98103",47.6529,-122.339,"1860","3420",0.372522431135925
"2470100110",8/4/2014,5570000,"5",5.75,"9200","35069",2,false,NONE,Average,13 Mansion,"6200","3000.0","2001",,"98039",47.6289,-122.233,"3560","24345",0.270340707451646
"7574910490",11/14/2014,864500,"4",2.5,"3520","35991",2,,NONE,Good,10 Very Good,"3520","0.0","1992",,"98077",47.7437,-122.035,"3210","35991",0.541033128085872
"868001030",9/15/2014,1150000,"4",2.25,"3740","18000",1,false,NONE,Good,9 Better,"1870","1870.0","1951",0,"98177",47.7027,-122.378,"2610","10902",0.363691956957984
"8108600464",5/15/2014,335000,"3",2.25,"2150","30476",2,false,NONE,Average,7 Average,"2150","0.0","1991",0,"98188",47.4605,-122.277,"2010","10800",0.250410940056275
"3295610490",5/4/2015,911000,"4",3.25,"3526","15958",2,false,NONE,Average,10 Very Good,"3526","0.0","1997",0,"98075",47.567,-122.033,"3639","15090",0.374528124712676
"5013500110",11/12/2014,425000,"2",1,"1070","6625",1,false,NONE,Average,7 Average,"830","240.0","1950",0,"98116",47.5736,-122.393,"1310","6625",0.789800074984955
"3223069019",10/29/2014,299950,"3",1,"1410","81021",1,,NONE,Average,7 Average,"1410","0.0","1949",1981,"98058",47.4303,-122.067,"2000","81021",0.0894538216781285
"2725069085",12/8/2014,864000,"4",2.5,"3190","49658",2,false,NONE,Average,10 Very Good,"3190","0.0","1999",0,"98074",47.6216,-122.015,"3040","49658",0.140754339481662
"6821600265",3/5/2015,425000,"2",1,"1270","6000",1,false,NONE,Average,7 Average,"1270","0.0","1939",0,"98199",47.6482,-122.393,"1770","6000",0.211447871168733
"1471701780",8/14/2014,374950,"4",1.5,"1970","14490",1.5,false,NONE,Good,7 Average,"1970","0.0","1963",0,"98059",47.4612,-122.069,"1880","14880",0.252065740915463
"9835800750",12/3/2014,247000,"3",2.25,"1640","7630",1,false,NONE,Good,8 Good,"1180","460.0","1968",,"98032",47.3739,-122.29,"1930","7630",0.514265363816693
"8835900015",12/12/2014,475000,"3",1,"1600","7161",1,false,NONE,Average,8 Good,"1600","0.0","1953",0,"98118",47.5507,-122.261,"1760","8280",0.0813668282579975
"806800110",8/1/2014,275000,"3",2.5,"3020","5868",2,false,NONE,Average,7 Average,"3020","0.0","2003",0,"98092",47.3361,-122.175,"2710","5470",0.184622174290168
"826069002",10/29/2014,355000,"2",1,"1350","368517",1,false,NONE,Average,6 Low Average,"1350","0.0","1947",0,"98077",47.7617,-122.061,"2330","104108",0.0365798626377943
"2222059064",3/18/2015,285000,"4",1.75,"1870","22072",1,false,NONE,Average,7 Average,"1070","800.0","1959",,"98042",47.3775,-122.165,"2100","10185",0.30120782011802
"7781600100",9/5/2014,1340000,"3",2.75,"2730","38869",1.5,,EXCELLENT,Average,9 Better,"1940","790.0","1963",2001,"98146",47.4857,-122.361,"2630","28188",0.0294797192931283
"4047200265",8/11/2014,325000,"2",1,"1100","17817",1,,NONE,Average,7 Average,"620","480.0","1980",0,"98019",47.7728,-121.9,"1790","20009",0.0111337376371797
"2125059013",4/20/2015,1670000,"5",3.5,"4320","40816",2,false,NONE,Good,11 Excellent,"4320","0.0","1997",0,"98004",47.644,-122.185,"4320","44584",0.114921956506977
"2011400583",6/6/2014,402000,"3",2.5,"2700","9994",1,false,GOOD,Good,7 Average,"1350","1350.0","1959",0,"98198",47.397,-122.321,"2470","10664",0.289434756078411
"3526039160",8/14/2014,1100000,"3",3,"3700","16857",1,false,NONE,Average,10 Very Good,"2170","1530.0","2000",0,"98117",47.6956,-122.392,"2320","12000",0.385692725180382
"8718500495",7/30/2014,375000,"4",1.75,"2190","9225",1,false,NONE,Good,7 Average,"1250","940.0","1959",0,"98028",47.7396,-122.256,"2190","9225",0.461256337940033
"3815500165",9/11/2014,396000,"5",2.75,"2840","12253",1,false,NONE,Average,7 Average,"1420","1420.0","1960",0,"98028",47.7618,-122.253,"2210","11620",0.290939660057674
"5104450690",7/16/2014,320000,"4",2.75,"2610","9077",1,false,NONE,Good,8 Good,"1310","1300.0","1987",0,"98058",47.4612,-122.147,"1900","10500",0.157523071382431
"7202260300",7/9/2014,610000,"3",2.5,"2630","5827",2,,NONE,Average,8 Good,"2630","0.0","2001",0,"98053",47.688,-122.038,"2330","4715",0.284821534727352
"1423600300",11/17/2014,249950,"3",1.5,"1090","7698",1,false,NONE,Very Good,7 Average,"1090","0.0","1966",0,"98058",47.4553,-122.174,"1540","7624",0.741325890034954
"1796100015",4/23/2015,675000,"4",3.5,"3090","100835",2,false,NONE,Average,9 Better,"3090","0.0","1999",0,"98092",47.3087,-122.088,"2400","50543",0.181884719700653
"3874900090",3/26/2015,448000,"2",2,"1670","7772",1,,NONE,Good,6 Low Average,"860","810.0","1919",0,"98126",47.5461,-122.377,"1300","7770",0.40307485488689
"4232902615",4/28/2015,819000,"3",1,"1300","3600",2,false,NONE,Average,7 Average,"1300","0.0","1900",,"98119",47.6345,-122.366,"2510","4800",0.70669985752673
"3585900495",11/10/2014,1250000,"3",2.5,"3670","18505",1,false,EXCELLENT,Average,10 Very Good,"2530","1140.0","1983",0,"98177",47.7588,-122.376,"2920","20000",0.167012656553908
"3790700110",12/1/2014,225000,"4",2.5,"1700","6031",2,false,NONE,Average,8 Good,"1700","0.0","1994",0,"98030",47.3582,-122.191,"1930","6035",0.113744523941281
"3626079040",7/30/2014,790000,"2",3,"2560","982278",1,false,NONE,Average,8 Good,"2560","0.0","2004",0,"98014",47.6955,-121.861,"1620","40946",0.159746003644342
"2461900375",4/14/2015,685000,"4",2.5,"2770","6000",2,false,NONE,Average,8 Good,"2400","370.0","1993",,"98136",47.5536,-122.383,"2120","6000",0.605774155844465
"8651611690",6/20/2014,812000,"3",3.25,"3240","8338",2,false,NONE,Average,9 Better,"3240","0.0","2001",0,"98074",47.6321,-122.064,"3420","8405",0.249237574524138
"8682301050",12/2/2014,705000,"2",2.5,"2300","6400",1,false,NONE,Average,8 Good,"2300","0.0","2007",0,"98053",47.7196,-122.02,"2300","6400",0.208728952524451
"1858600042",4/29/2015,360000,"4",3,"2483","6870",2,false,NONE,Average,8 Good,"2483","0.0","2005",0,"98030",47.3627,-122.199,"1943","6434",0.107064458199507
"2767604252",1/12/2015,344000,"1",1.5,"760","779",3,false,NONE,Average,8 Good,"760","0.0","2006",0,"98107",47.6715,-122.382,"1290","1189",0.483826778487033
"1954700615",10/22/2014,825000,"4",1.5,"2040","6900",2,false,NONE,Average,9 Better,"2040","0.0","1903",0,"98112",47.6188,-122.285,"3150","8220",0.289419903654362
"6844702690",4/27/2015,476500,"3",1,"1200","6120",1,,NONE,Good,7 Average,"950","250.0","1945",,"98115",47.6929,-122.287,"1550","6120",0.726887873076363
"2695600195",11/24/2014,379500,"2",1,"960","5096",1,,NONE,Very Good,7 Average,"960","0.0","1949",0,"98126",47.5314,-122.378,"1760","4488",0.58073054238345
"426059055",10/3/2014,620000,"3",1.75,"2410","35236",1,false,NONE,Average,8 Good,"2410","0.0","1980",,"98072",47.7651,-122.166,"2110","16980",0.20745538102091
"1769600147",7/31/2014,477590,"3",3.25,"2260","7701",2,false,NONE,Average,8 Good,"1760","500.0","2000",0,"98146",47.5053,-122.377,"1880","7529",0.437859118499388
"9268200300",5/20/2014,490000,"3",1,"1910","8190",1,false,NONE,Good,7 Average,"1010","900.0","1946",0,"98117",47.697,-122.365,"1600","5042",0.935744875609778
"3052700855",6/28/2014,470000,"3",1.5,"1500","5000",1.5,false,NONE,Good,7 Average,"1140","360.0","1927",0,"98117",47.679,-122.373,"1500","5000",1.12655170013462
"9828702262",7/24/2014,500000,"3",2.25,"1360","1236",2,false,NONE,Average,8 Good,"1140","220.0","2006",0,"98112",47.6198,-122.299,"1620","1231",0.79899514478443
"1568100386",6/30/2014,370000,"3",1,"1320","7341",1,false,NONE,Average,7 Average,"1320","0.0","1982",0,"98155",47.7367,-122.295,"1160","7573",0.42469104580572
"4385700735",3/11/2015,790000,"2",1.5,"1940","4400",1,,NONE,Average,7 Average,"970","970.0","1923",0,"98112",47.6371,-122.279,"1480","3080",0.117358173768147
"3425059206",6/24/2014,725000,"4",2.5,"2650","18295",2,false,NONE,Average,8 Good,"2650","0.0","1986",0,"98005",47.6075,-122.154,"2230","19856",0.518248251009615
"6848200018",5/28/2014,840000,"4",2.75,"3040","2800",2,false,NONE,Average,9 Better,"2100","940.0","1906",,"98102",47.6245,-122.327,"1260","2178",0.345360709723379
"3023049256",6/4/2014,390000,"3",1,"1240","11108",1,false,NONE,Good,7 Average,"1240","0.0","1952",,"98166",47.4465,-122.354,"2220","16533",0.210433918550244
"4019301500",8/28/2014,507000,"3",2.25,"2210","11585",1,false,NONE,Good,7 Average,"1510","700.0","1958",,"98155",47.7574,-122.279,"1870","14092",0.349914797781412
"402000115",11/22/2014,263500,"3",1.75,"1540","6273",1,false,NONE,Good,6 Low Average,"770","770.0","1951",0,"98118",47.5305,-122.277,"1140","5512",0.649784141408583
"9206950110",7/12/2014,369000,"3",2.5,"1320","1683",2,false,NONE,Average,8 Good,"1270","50.0","2004",0,"98106",47.5357,-122.365,"1320","2206",0.104907869913482
"8106300820",8/14/2014,500000,"3",2.5,"3040","5326",2,false,NONE,Average,9 Better,"3040","0.0","2008",,"98055",47.4472,-122.207,"3040","5442",0.320879055196107
"8082400011",4/6/2015,570000,"2",1,"910","4301",1,false,NONE,Good,7 Average,"910","0.0","1923",0,"98117",47.6814,-122.399,"1810","4301",0.253085209360009
"7137960110",3/6/2015,284000,"4",3,"2040","7145",1,false,NONE,Average,8 Good,"1490","550.0","1994",0,"98092",47.3275,-122.171,"1940","7145",0.689613927478469
"546000820",11/10/2014,415000,"2",1,"980","4108",1,false,NONE,Average,7 Average,"980","0.0","1947",,"98117",47.687,-122.381,"1500","4046",1.15823727305553
"3330500705",5/15/2014,197500,"3",1,"980","3090",1.5,false,NONE,Average,6 Low Average,"980","0.0","1903",0,"98118",47.5525,-122.277,"980","3090",0.801543240548742
"1454600266",10/27/2014,925000,"4",3.75,"4420","9492",2,,FAIR,Average,9 Better,"3420","1000.0","1962",,"98125",47.7211,-122.283,"2880","9900",0.100995112906549
"3335000025",11/12/2014,468000,"3",2,"1570","6300",1,false,NONE,Average,7 Average,"820","750.0","1953",2005,"98118",47.5565,-122.275,"1510","4281",0.547457832886345
"1454100056",7/15/2014,355000,"3",1,"1600","5001",1.5,false,NONE,Very Good,6 Low Average,"1080","520.0","1930",0,"98125",47.7232,-122.289,"1340","5001",0.379739168288689
"5035300090",8/12/2014,639000,"4",1.75,"1830","6000",1,false,NONE,Good,7 Average,"930","900.0","1939",0,"98199",47.6536,-122.41,"1540","6000",0.469045334049405
"7504050090",4/12/2015,720000,"3",2.5,"2820","14250",2,false,NONE,Average,11 Excellent,"2820","0.0","1991",,"98074",47.6396,-122.054,"2820","12600",0.0440574509973071
"408100110",6/12/2014,381000,"3",1.75,"1800","6000",1,false,NONE,Very Good,6 Low Average,"900","900.0","1950",0,"98155",47.7505,-122.317,"1060","6628",0.638909937403022
"5701700011",5/23/2014,1050000,"3",4,"4380","42769",2,false,NONE,Very Good,11 Excellent,"4380","0.0","1983",0,"98052",47.7167,-122.109,"3630","35425",0.339747593656882
"3629970930",11/11/2014,670000,"3",3,"2980","3730",2,false,NONE,Average,9 Better,"2980","0.0","2005",0,"98029",47.5533,-121.995,"2710","3640",0.227787972544726
"7017200110",10/28/2014,400000,"3",1,"1690","6658",1,false,NONE,Average,7 Average,"1690","0.0","1942",1982,"98133",47.7099,-122.35,"1080","5925",1.0393920284857
"4054500590",6/26/2014,910000,"4",3.5,"4040","50479",2,false,NONE,Average,11 Excellent,"4040","0.0","1987",,"98077",47.7196,-122.048,"3770","40899",0.28800925859932
"2126059048",4/2/2015,294000,"3",1,"1250","9427",1,false,NONE,Average,6 Low Average,"1250","0.0","1931",0,"98034",47.7254,-122.175,"1590","8250",0.387047758942764
"984200590",3/10/2015,315001,"3",1.75,"1500","10230",1,false,NONE,Fair,7 Average,"1500","0.0","1968",0,"98058",47.4349,-122.168,"1770","8374",0.235453605660476
"9353300090",7/31/2014,360000,"3",2,"1630","10723",1,false,NONE,Very Good,7 Average,"1630","0.0","1959",0,"98059",47.4898,-122.133,"1450","10723",0.465277706715854
"7600057",8/5/2014,520000,"3",2,"1410","2700",2,false,NONE,Good,7 Average,"1410","0.0","1902",0,"98122",47.6029,-122.302,"1750","4000",0.945931728228549
"2919701944",10/10/2014,474000,"3",1,"1140","4560",1,false,NONE,Good,6 Low Average,"770","370.0","1944",0,"98117",47.6889,-122.362,"1340","3980",1.00536543293715
"7202341110",3/13/2015,702000,"4",2.5,"3280","5876",2,false,NONE,Average,7 Average,"3280","0.0","2004",0,"98053",47.6802,-122.034,"2600","5000",0.0715726868451289
"1122069019",8/26/2014,728000,"4",3.5,"3490","87497",2,false,NONE,Average,9 Better,"3490","0.0","2001",0,"98038",47.4028,-122.002,"2400","55657",0.0489728432832537
"1565950090",3/5/2015,308000,"4",2.5,"2020","7277",2,,NONE,Average,8 Good,"2020","0.0","1993",,"98055",47.4318,-122.19,"2820","7284",0.292433389956691
"1724069059",5/24/2014,2000000,"5",4,"4580","4443",3,true,EXCELLENT,Average,10 Very Good,"4580","0.0","2004",0,"98075",47.5682,-122.059,"2710","4443",0.0102426163930695
"4137000110",7/25/2014,340000,"3",2.5,"2270","7917",2,false,NONE,Average,8 Good,"2270","0.0","1986",0,"98092",47.2643,-122.22,"2160","7917",0.239486606974527
"7849200945",4/1/2015,306500,"2",1.75,"1310","10200",1,false,NONE,Good,6 Low Average,"1310","0.0","1947",0,"98065",47.5231,-121.82,"1500","7200",0.249380084760825
"2397101270",1/26/2015,716000,"3",2,"1420","3600",1.5,false,NONE,Good,7 Average,"1420","0.0","1904",0,"98119",47.6367,-122.364,"1250","3600",0.88818330178277
"2726059100",9/9/2014,950000,"4",3,"2980","44431",2,false,NONE,Fair,10 Very Good,"2640","340.0","1981",0,"98034",47.7154,-122.161,"2010","7332",0.19176793852599
"7202331500",8/29/2014,673200,"5",3,"4180","8561",2,false,NONE,Average,7 Average,"4180","0.0","2003",0,"98053",47.6833,-122.04,"3425","6591",0.0593245514141332
"439000090",3/23/2015,564500,"4",2.25,"1950","6000",1,false,NONE,Average,7 Average,"1350","600.0","1961",0,"98115",47.6909,-122.301,"1980","6000",0.612732967220154
"7788000100",2/6/2015,393000,"4",1.75,"1790","11801",1,false,NONE,Good,8 Good,"1790","0.0","1974",0,"98056",47.5172,-122.17,"2000","12988",0.450779629293863
"8658300315",3/12/2015,425000,"5",1.75,"1400","5071",1,false,NONE,Average,5 Fair,"1400","0.0","1916",0,"98014",47.6499,-121.908,"1200","7500",0.118154686631892
"1723049567",7/30/2014,150000,"3",1,"1320","24684",1,false,NONE,Average,7 Average,"1320","0.0","1979",,"98168",47.4771,-122.322,"1120","21214",0.111312900288078
"621069039",2/20/2015,327000,"4",2.25,"1620","106722",1,false,NONE,Average,8 Good,"1200","420.0","1980",0,"98042",47.3394,-122.091,"1620","38400",0.154390337089761
"6806300750",3/18/2015,444900,"4",2.5,"3120","7448",2,false,NONE,Average,9 Better,"3120","0.0","1998",0,"98042",47.3645,-122.126,"2980","8102",0.328374442336503
"1898900100",7/22/2014,305000,"4",2.5,"2100","14773",2,false,NONE,Average,8 Good,"2100","0.0","1998",0,"98023",47.3045,-122.391,"2370","15440",0.326124665058305
"2767603931",8/18/2014,469000,"3",3.25,"1370","1194",3,false,NONE,Average,8 Good,"1370","0.0","2004",0,"98107",47.6718,-122.388,"1800","2678",0.310589522442868
"6072400820",9/26/2014,525000,"3",1.75,"1520","7875",1,,NONE,Very Good,8 Good,"1520","0.0","1969",0,"98006",47.5569,-122.176,"2150","9428",0.250638333927757
"1922059396",4/4/2015,330000,"3",2.5,"2410","17424",1,false,NONE,Average,7 Average,"1630","780.0","1978",0,"98030",47.3741,-122.218,"1530","11761",0.407667241120578
"8818900300",10/2/2014,618000,"4",1,"1260","4080",1,false,NONE,Good,7 Average,"1260","0.0","1911",0,"98105",47.6644,-122.324,"1340","4080",0.703297611843152
"9264910900",11/17/2014,295500,"4",2.5,"2830","7350",1,false,NONE,Average,8 Good,"1690","1140.0","1982",0,"98023",47.3088,-122.341,"2350","7768",0.144892602950907
"3223039013",7/18/2014,567035,"3",2,"2064","46173",2,false,NONE,Very Good,7 Average,"2064","0.0","1903",0,"98070",47.4469,-122.455,"1640","21780",0.173474742622544
"5561300750",7/25/2014,518000,"4",2.25,"2640","34870",1,false,NONE,Average,8 Good,"1770","870.0","1977",0,"98027",47.4688,-122.009,"2500","35580",0.322412942220814
"9407111220",5/4/2015,303000,"2",1,"1020","9200",1,false,NONE,Average,7 Average,"1020","0.0","1978",0,"98045",47.4461,-121.769,"1520","9600",0.263866690648069
"1332200110",7/8/2014,300000,"4",2.5,"2200","8065",2,false,NONE,Average,7 Average,"2200",?,"1998",0,"98031",47.4042,-122.213,"2641","8535",0.319644986668518
"2207200820",10/15/2014,413107,"3",1.5,"1420","7520",1,,NONE,Good,7 Average,"1420","0.0","1956",0,"98007",47.601,-122.134,"2000","7520",0.124968271989337
"3362400615",8/20/2014,400000,"3",1,"1350","3090",1.5,false,NONE,Very Good,6 Low Average,"1350","0.0","1914",0,"98103",47.682,-122.348,"1350","3090",0.196784803731775
"3013300017",4/8/2015,535000,"3",1,"1290","6859",1,false,NONE,Good,7 Average,"1290","0.0","1941",0,"98136",47.5317,-122.387,"1560","6369",0.550047314171185
"1982200015",9/19/2014,555000,"4",2,"1680","2600",1,false,NONE,Very Good,7 Average,"840","840.0","1915",0,"98107",47.6648,-122.363,"1680","3340",0.557667060765774
"7140700300",11/19/2014,312000,"3",2.5,"2280","6386",2,false,NONE,Average,8 Good,"2280","0.0","2008",0,"98042",47.3861,-122.096,"2550","4835",0.0780303197869241
"9363600457",6/3/2014,785200,"3",2.25,"1840","3500",1.5,false,NONE,Very Good,8 Good,"1540","300.0","1910",0,"98122",47.6063,-122.292,"1800","3300",0.430248042827522
"1245001220",10/16/2014,749000,"4",2,"2040","11850",1,false,AVERAGE,Average,7 Average,"1020","1020.0","1959",0,"98033",47.6891,-122.208,"2040","8504",0.553443983397321
"723049333",4/5/2015,285000,"3",1.5,"1490","10367",1,false,NONE,Average,7 Average,"1010","480.0","1957",0,"98146",47.4973,-122.347,"1000","8254",0.379044765199948
"7853301220",9/10/2014,425000,"4",2.5,"2440","5088",2,false,NONE,Average,7 Average,"2440","0.0","2007",0,"98065",47.5406,-121.889,"2440","5762",0.358933001776582
"8665900336",7/17/2014,360000,"3",2,"1930","15540",1,false,NONE,Average,8 Good,"1260","670.0","1958",0,"98155",47.7675,-122.307,"1900","12123",0.90736064581414
"1591000015",5/5/2015,260000,"3",1,"1200","6615",1,false,NONE,Good,7 Average,"1200","0.0","1954",0,"98106",47.5168,-122.351,"1230","6615",0.0352195646440858
"7972601270",5/30/2014,369000,"3",2,"1550","8509",1,false,NONE,Average,7 Average,"1150","400.0","1959",0,"98106",47.5299,-122.344,"1840","7620",0.269134660060398
"1221039156",8/15/2014,275000,"4",2.5,"2180","11132",1,false,NONE,Good,8 Good,"1620","560.0","1978",0,"98023",47.3187,-122.367,"1950","13801",0.40909467589585
"993001332",9/3/2014,407000,"3",2.25,"1430","1448",3,false,NONE,Average,8 Good,"1430","0.0","2005",0,"98103",47.6916,-122.341,"1430","1383",0.483271314453795
"7748000025",4/12/2015,575000,"2",1.75,"1230","5418",1,false,NONE,Average,8 Good,"990","240.0","1949",0,"98117",47.6839,-122.376,"1330","5074",1.28762612446591
